Epoch,Training Loss,Validation MRR,Learning Rate
1,35287.00901701528,0,0.001
2,28521.73709158692,0,0.0009755282581475768
3,24951.111202940883,0,0.0009045084971874737
4,23064.61111085065,0,0.0007938926261462366
5,21643.514228070228,0,0.0006545084971874737
6,20403.91197664314,0,0.0005
7,19454.782224519804,0,0.00034549150281252633
8,18767.347461701418,0,0.00020610737385376348
9,18354.564662259258,0,9.549150281252633e-05
10,18167.859666762342,0,2.4471741852423235e-05
11,18894.876744705558,0,0.001
12,18038.934576182488,0,0.0009938441702975688
13,17374.161952967268,0,0.0009755282581475768
14,16486.12283946327,0,0.0009455032620941839
15,15971.098904012015,0,0.0009045084971874737
16,15462.705204403874,0,0.0008535533905932737
17,14977.39743943641,0,0.0007938926261462366
18,14417.152179246801,0,0.0007269952498697733
19,14244.085231264411,0,0.0006545084971874737
20,13615.767744684215,0,0.0005782172325201155
21,13185.09386096033,0.11639373004436493,0.0005
22,12900.025367592005,0.11639373004436493,0.0004217827674798847
23,12613.176479136018,0.11639373004436493,0.00034549150281252633
24,12312.307303614885,0.11639373004436493,0.00027300475013022663
25,12119.27564077372,0.11639373004436493,0.00020610737385376348
26,11968.169926709925,0.11639373004436493,0.00014644660940672628
27,11836.937202440959,0.11639373004436493,9.549150281252633e-05
28,11733.991746908201,0.11639373004436493,5.449673790581611e-05
29,11696.009533807231,0.11639373004436493,2.4471741852423235e-05
30,11633.306005485214,0.11639373004436493,6.15582970243117e-06
31,13398.120440877965,0.11639373004436493,0.001
32,12911.250973221535,0.11639373004436493,0.000998458666866564
33,12570.38144824417,0.11639373004436493,0.0009938441702975688
34,12326.269054667984,0.11639373004436493,0.0009861849601988384
35,12087.995811358582,0.11639373004436493,0.0009755282581475768
36,12021.47766510107,0.11639373004436493,0.0009619397662556434
37,11688.912231248309,0.11639373004436493,0.0009455032620941839
38,11371.651100185676,0.11639373004436493,0.0009263200821770461
39,11213.824904325233,0.11639373004436493,0.0009045084971874737
40,10954.250040352399,0.11639373004436493,0.0008802029828000156
41,10851.737041166096,0.20156197249889374,0.0008535533905932737
42,10672.500646907027,0.20156197249889374,0.000824724024165092
43,10443.639787141108,0.20156197249889374,0.0007938926261462366
44,10279.820777141533,0.20156197249889374,0.0007612492823579744
45,10071.419410880759,0.20156197249889374,0.0007269952498697733
46,9893.91623336437,0.20156197249889374,0.000691341716182545
47,9799.655485575606,0.20156197249889374,0.0006545084971874737
48,9641.228415232186,0.20156197249889374,0.0006167226819279528
49,9501.719863941997,0.20156197249889374,0.0005782172325201155
50,9401.566607187142,0.20156197249889374,0.0005392295478639225
51,9269.74505661701,0.20156197249889374,0.0005
52,9138.082223631847,0.20156197249889374,0.0004607704521360776
53,8995.224547652128,0.20156197249889374,0.0004217827674798847
54,8884.742975371913,0.20156197249889374,0.00038327731807204733
55,8806.116153417353,0.20156197249889374,0.00034549150281252633
56,8729.9085609134,0.20156197249889374,0.0003086582838174551
57,8636.560242041358,0.20156197249889374,0.00027300475013022663
58,8557.491064812462,0.20156197249889374,0.00023875071764202561
59,8485.997308694707,0.20156197249889374,0.00020610737385376348
60,8419.265036401222,0.20156197249889374,0.00017527597583490823
61,8358.414408635572,0.25922295451164246,0.00014644660940672628
62,8314.908198740857,0.25922295451164246,0.00011979701719998454
63,8251.168391192685,0.25922295451164246,9.549150281252633e-05
64,8240.684752636029,0.25922295451164246,7.367991782295391e-05
65,8182.3893690227105,0.25922295451164246,5.449673790581611e-05
66,8176.9632126953275,0.25922295451164246,3.806023374435663e-05
67,8147.888830871065,0.25922295451164246,2.4471741852423235e-05
68,8140.324122026572,0.25922295451164246,1.3815039801161721e-05
69,8120.279154140305,0.25922295451164246,6.15582970243117e-06
70,8117.868852950025,0.25922295451164246,1.541333133436018e-06
71,10219.4931471682,0.25922295451164246,0.001
72,10065.326172412675,0.25922295451164246,0.0009996145181203615
73,9783.364172016672,0.25922295451164246,0.000998458666866564
74,9529.625581670292,0.25922295451164246,0.0009965342284774632
75,9539.641975570152,0.25922295451164246,0.0009938441702975688
76,9497.75822324176,0.25922295451164246,0.0009903926402016153
77,9500.61503983597,0.25922295451164246,0.0009861849601988384
78,9444.215065309572,0.25922295451164246,0.0009812276182268236
79,9301.120593626038,0.25922295451164246,0.0009755282581475768
80,9178.384406802577,0.25922295451164246,0.0009690956679612422
81,9162.013870183067,0.16407997906208038,0.0009619397662556434
82,9121.957643156833,0.16407997906208038,0.0009540715869125407
