Epoch,Training Loss,Validation MRR,Learning Rate
1,28553.251429309814,0,0.001
2,20542.69884476643,0,0.0009755282581475768
3,18596.298086561605,0,0.0009045084971874737
4,17786.351618467746,0,0.0007938926261462366
5,17026.81342402579,0,0.0006545084971874737
6,16120.599899048737,0,0.0005
7,15191.756246392588,0,0.00034549150281252633
8,14539.740554249987,0,0.00020610737385376348
9,14111.313010520154,0,9.549150281252633e-05
10,13902.655880753926,0,2.4471741852423235e-05
11,16570.98038350935,0,0.001
12,14777.687501384888,0,0.0009938441702975688
13,14261.01336991533,0,0.0009755282581475768
14,13480.466126990283,0,0.0009455032620941839
15,13101.989934806606,0,0.0009045084971874737
16,12543.460879543225,0,0.0008535533905932737
17,12193.815187783535,0,0.0007938926261462366
18,11681.198289825788,0,0.0007269952498697733
19,11344.794502864752,0,0.0006545084971874737
20,10994.174387232311,0,0.0005782172325201155
21,10584.42760041322,0.005396694876253605,0.0005
22,10201.51968065248,0.005396694876253605,0.0004217827674798847
23,9940.088817152457,0.005396694876253605,0.00034549150281252633
24,9656.04282175297,0.005396694876253605,0.00027300475013022663
25,9447.02366342917,0.005396694876253605,0.00020610737385376348
26,9230.679586574635,0.005396694876253605,0.00014644660940672628
27,9098.066594328116,0.005396694876253605,9.549150281252633e-05
28,9006.147734821567,0.005396694876253605,5.449673790581611e-05
29,8948.607988994772,0.005396694876253605,2.4471741852423235e-05
30,8904.436343798536,0.005396694876253605,6.15582970243117e-06
31,12538.749512986209,0.005396694876253605,0.001
32,11097.127100199596,0.005396694876253605,0.000998458666866564
33,10819.098046043655,0.005396694876253605,0.0009938441702975688
34,10729.126872495308,0.005396694876253605,0.0009861849601988384
35,10468.312100524578,0.005396694876253605,0.0009755282581475768
36,10390.016140999585,0.005396694876253605,0.0009619397662556434
37,10170.455753861237,0.005396694876253605,0.0009455032620941839
38,9936.030509678954,0.005396694876253605,0.0009263200821770461
39,9876.069658250255,0.005396694876253605,0.0009045084971874737
40,9677.951739384176,0.005396694876253605,0.0008802029828000156
41,9665.359555290428,0.003938030451536179,0.0008535533905932737
42,9388.36512428695,0.003938030451536179,0.000824724024165092
43,9402.660266819554,0.003938030451536179,0.0007938926261462366
44,9094.826973851918,0.003938030451536179,0.0007612492823579744
45,9055.108040831223,0.003938030451536179,0.0007269952498697733
46,8899.030979281093,0.003938030451536179,0.000691341716182545
47,8732.943107442421,0.003938030451536179,0.0006545084971874737
48,8559.080474271603,0.003938030451536179,0.0006167226819279528
49,8527.117921282352,0.003938030451536179,0.0005782172325201155
50,8306.620902822482,0.003938030451536179,0.0005392295478639225
51,8160.094969653329,0.003938030451536179,0.0005
52,8053.696280290637,0.003938030451536179,0.0004607704521360776
53,7947.798084187378,0.003938030451536179,0.0004217827674798847
54,7825.633538611508,0.003938030451536179,0.00038327731807204733
55,7729.081250898729,0.003938030451536179,0.00034549150281252633
56,7654.233310582376,0.003938030451536179,0.0003086582838174551
57,7557.936296691477,0.003938030451536179,0.00027300475013022663
58,7466.036865170262,0.003938030451536179,0.00023875071764202561
59,7395.3357846640065,0.003938030451536179,0.00020610737385376348
60,7315.772977394671,0.003938030451536179,0.00017527597583490823
61,7247.227049889809,0.00706226984038949,0.00014644660940672628
62,7193.468556118203,0.00706226984038949,0.00011979701719998454
63,7149.970171660457,0.00706226984038949,9.549150281252633e-05
64,7097.97608133467,0.00706226984038949,7.367991782295391e-05
65,7066.355622035539,0.00706226984038949,5.449673790581611e-05
66,7048.787515698128,0.00706226984038949,3.806023374435663e-05
67,7051.547207398747,0.00706226984038949,2.4471741852423235e-05
68,7012.560592517215,0.00706226984038949,1.3815039801161721e-05
69,6996.494127784346,0.00706226984038949,6.15582970243117e-06
70,7006.543366124997,0.00706226984038949,1.541333133436018e-06
71,11277.81694231775,0.00706226984038949,0.001
72,9525.306849679895,0.00706226984038949,0.0009996145181203615
73,8986.520142633753,0.00706226984038949,0.000998458666866564
74,9232.876192187441,0.00706226984038949,0.0009965342284774632
75,9206.00219826271,0.00706226984038949,0.0009938441702975688
76,9136.811536155386,0.00706226984038949,0.0009903926402016153
77,9219.799065170691,0.00706226984038949,0.0009861849601988384
78,9066.60323072346,0.00706226984038949,0.0009812276182268236
79,9182.301737812579,0.00706226984038949,0.0009755282581475768
80,8949.533093929287,0.00706226984038949,0.0009690956679612422
81,8926.908346978269,0.006712279282510281,0.0009619397662556434
82,8845.326512122021,0.006712279282510281,0.0009540715869125407
83,8926.772791524785,0.006712279282510281,0.0009455032620941839
84,8719.45569160603,0.006712279282510281,0.0009362480035363986
85,8791.682544229536,0.006712279282510281,0.0009263200821770461
86,8690.00428979425,0.006712279282510281,0.0009157348061512727
87,8629.9650975714,0.006712279282510281,0.0009045084971874737
88,8626.378656829762,0.006712279282510281,0.0008926584654403724
89,8442.338298370281,0.006712279282510281,0.0008802029828000156
90,8504.006653492474,0.006712279282510281,0.0008671612547178428
91,8476.167100189732,0.006712279282510281,0.0008535533905932737
92,8371.485878111474,0.006712279282510281,0.0008394003727664709
93,8359.767241470337,0.006712279282510281,0.000824724024165092
94,8154.948314059792,0.006712279282510281,0.000809546974654917
95,8270.359771991329,0.006712279282510281,0.0007938926261462366
96,8109.404698743803,0.006712279282510281,0.0007777851165098011
97,8124.528392421608,0.006712279282510281,0.0007612492823579744
98,8066.758649821248,0.006712279282510281,0.0007443106207484776
99,7979.183893433143,0.006712279282510281,0.0007269952498697733
100,7831.3648260266245,0.006712279282510281,0.0007093298687687141
101,7879.973132367027,0.009600688703358173,0.000691341716182545
102,7661.12340956261,0.009600688703358173,0.0006730585285387465
103,7730.326666628674,0.009600688703358173,0.0006545084971874737
104,7584.744570161045,0.009600688703358173,0.0006357202249325371
105,7622.890894168944,0.009600688703358173,0.0006167226819279528
106,7528.436752740286,0.009600688703358173,0.0005975451610080642
107,7479.8891524737965,0.009600688703358173,0.0005782172325201155
108,7389.995041347733,0.009600688703358173,0.0005587686987289189
109,7341.592518373524,0.009600688703358173,0.0005392295478639225
110,7286.114163572378,0.009600688703358173,0.0005196299078795343
111,7243.552917462086,0.009600688703358173,0.0005
112,7169.552768248316,0.009600688703358173,0.00048037009212046586
113,7120.003401497701,0.009600688703358173,0.0004607704521360776
114,7105.858284888987,0.009600688703358173,0.00044123130127108126
115,7017.414429427074,0.009600688703358173,0.0004217827674798847
116,6986.872874770175,0.009600688703358173,0.00040245483899193594
117,6944.03021482455,0.009600688703358173,0.00038327731807204733
118,6870.8819972368965,0.009600688703358173,0.0003642797750674628
119,6853.000064441985,0.009600688703358173,0.00034549150281252633
120,6806.646152408925,0.009600688703358173,0.00032694147146125364
121,6768.880799518047,0.013179915025830269,0.0003086582838174551
122,6725.212609832137,0.013179915025830269,0.0002906701312312861
123,6682.608577071069,0.013179915025830269,0.00027300475013022663
124,6669.698915418763,0.013179915025830269,0.00025568937925152246
125,6619.338752693689,0.013179915025830269,0.00023875071764202561
126,6581.13331039176,0.013179915025830269,0.00022221488349019887
127,6549.181535310754,0.013179915025830269,0.00020610737385376348
128,6526.123991278175,0.013179915025830269,0.00019045302534508314
129,6473.070036358953,0.013179915025830269,0.00017527597583490823
130,6457.014450499201,0.013179915025830269,0.00016059962723352923
131,6427.327124535023,0.013179915025830269,0.00014644660940672628
132,6404.494114450954,0.013179915025830269,0.00013283874528215717
133,6378.227628005891,0.013179915025830269,0.00011979701719998454
134,6358.6185899111215,0.013179915025830269,0.00010734153455962748
135,6334.385788216042,0.013179915025830269,9.549150281252633e-05
136,6318.176972799793,0.013179915025830269,8.42651938487275e-05
137,6295.71331810914,0.013179915025830269,7.367991782295391e-05
138,6280.098123635138,0.013179915025830269,6.375199646360153e-05
139,6292.064348290544,0.013179915025830269,5.449673790581611e-05
140,6262.799426141563,0.013179915025830269,4.592841308745932e-05
141,6253.480888699391,0.007429854013025761,3.806023374435663e-05
142,6255.702191519003,0.007429854013025761,3.090433203875792e-05
143,6243.557774619531,0.007429854013025761,2.4471741852423235e-05
144,6221.084433674219,0.007429854013025761,1.8772381773176416e-05
145,6227.30803474279,0.007429854013025761,1.3815039801161721e-05
146,6213.1004617492035,0.007429854013025761,9.607359798384786e-06
147,6191.312648288227,0.007429854013025761,6.15582970243117e-06
148,6200.261088550951,0.007429854013025761,3.4657715225368535e-06
149,6201.224426650976,0.007429854013025761,1.541333133436018e-06
150,6217.323969028636,0.007429854013025761,3.854818796385495e-07
151,10911.506046502513,0.007429854013025761,0.001
152,9012.87608772517,0.007429854013025761,0.0009999036202410325
153,8325.519746585174,0.007429854013025761,0.0009996145181203615
154,8357.09078145147,0.007429854013025761,0.000999132805092358
155,8496.120837801556,0.007429854013025761,0.000998458666866564
156,8513.331906227993,0.007429854013025761,0.0009975923633360985
157,8437.374783098905,0.007429854013025761,0.0009965342284774632
158,8407.85744482205,0.007429854013025761,0.0009952846702217886
159,8542.079704964843,0.007429854013025761,0.0009938441702975688
160,8431.115286353699,0.007429854013025761,0.0009922132840449458
161,8436.308539687318,0.006542538292706013,0.0009903926402016153
162,8501.226516579432,0.006542538292706013,0.0009883829406604362
163,8316.59563367504,0.006542538292706013,0.0009861849601988384
164,8299.369375973703,0.006542538292706013,0.0009837995461801298
165,8422.908802036322,0.006542538292706013,0.0009812276182268236
166,8303.217199841885,0.006542538292706013,0.0009784701678661044
167,8375.761224498727,0.006542538292706013,0.0009755282581475768
168,8318.874991896257,0.006542538292706013,0.0009724030232334391
169,8288.481302427446,0.006542538292706013,0.0009690956679612422
170,8342.737976193566,0.006542538292706013,0.0009656074673794017
171,8237.927834111724,0.006542538292706013,0.0009619397662556434
172,8154.209326124674,0.006542538292706013,0.0009580939785585681
173,8255.255624023608,0.006542538292706013,0.0009540715869125407
174,8172.507629468632,0.006542538292706013,0.0009498741420261108
175,8312.015530220062,0.006542538292706013,0.0009455032620941839
176,8193.486224785447,0.006542538292706013,0.0009409606321741775
177,8092.352110408155,0.006542538292706013,0.0009362480035363986
178,8009.639681716491,0.006542538292706013,0.0009313671929888959
179,8057.522159789522,0.006542538292706013,0.0009263200821770461
180,8142.099146143945,0.006542538292706013,0.0009211086168581433
181,8073.688872713754,0.01176406629383564,0.0009157348061512727
182,7957.156086777239,0.01176406629383564,0.0009102007217627568
183,8038.223469746786,0.01176406629383564,0.0009045084971874737
184,7986.64306520664,0.01176406629383564,0.0008986603268863536
185,7998.764675284978,0.01176406629383564,0.0008926584654403724
186,7917.456665556218,0.01176406629383564,0.0008865052266813684
187,8025.637087917952,0.01176406629383564,0.0008802029828000156
188,7832.671192425898,0.01176406629383564,0.0008737541634312985
189,7846.008391913994,0.01176406629383564,0.0008671612547178428
190,7845.462476087287,0.01176406629383564,0.0008604267983514594
191,7878.636428785764,0.01176406629383564,0.0008535533905932737
192,7784.958187060665,0.01176406629383564,0.000846543681272818
193,7716.24112377729,0.01176406629383564,0.0008394003727664709
194,7703.404579750524,0.01176406629383564,0.0008321262189556409
195,7803.835908624523,0.01176406629383564,0.000824724024165092
196,7711.337314332408,0.01176406629383564,0.0008171966420818228
197,7607.20173751626,0.01176406629383564,0.000809546974654917
198,7614.249243217254,0.01176406629383564,0.0008017779709767857
199,7690.711217285235,0.01176406629383564,0.0007938926261462366
200,7580.428923551298,0.01176406629383564,0.0007858939801138062
201,7636.887301220879,0.011020191013813019,0.0007777851165098011
202,7539.126169525985,0.011020191013813019,0.0007695691614555002
203,7446.779441980561,0.011020191013813019,0.0007612492823579744
204,7465.710919393319,0.011020191013813019,0.0007528286866889923
205,7431.0645639729355,0.011020191013813019,0.0007443106207484776
